PlayerID,FirstName,LastName,TeamAbbrev,GameID,GameDate,Goals,Assists,Points,PlusMinus,PowerPlayGoals,PowerPlayPoints,GameWinningGoals,Shots,Shifts,PIM,TOI,OpponentAbbrev,HomeRoadFlag
8478366,Frank,Vatrano,ANA,2024020191,2024-11-03,0,0,0,-1,0,0,0,4,23,0,20:28,CHI,H
8478366,Frank,Vatrano,ANA,2024020163,2024-10-31,0,0,0,-1,0,0,0,0,21,2,15:49,PIT,R
8478366,Frank,Vatrano,ANA,2024020152,2024-10-29,1,1,2,1,0,1,0,4,22,4,14:41,NYI,R
8478366,Frank,Vatrano,ANA,2024020137,2024-10-27,0,0,0,0,0,0,0,4,21,2,15:47,NJD,R
8478366,Frank,Vatrano,ANA,2024020128,2024-10-26,0,0,0,0,0,0,0,3,20,0,16:06,NYR,R
8478366,Frank,Vatrano,ANA,2024020105,2024-10-22,0,0,0,0,0,0,0,6,25,0,16:38,SJS,H
8478366,Frank,Vatrano,ANA,2024020090,2024-10-20,0,1,1,-1,0,0,0,1,23,0,14:57,LAK,H
8478366,Frank,Vatrano,ANA,2024020060,2024-10-16,0,1,1,0,0,0,0,0,22,0,15:49,UTA,H
8478366,Frank,Vatrano,ANA,2024020041,2024-10-13,0,0,0,0,0,0,0,2,18,0,14:09,VGK,R
8478366,Frank,Vatrano,ANA,2024020037,2024-10-12,0,0,0,0,0,0,0,3,19,2,16:54,SJS,R
8481533,Trevor,Zegras,ANA,2024020203,2024-11-05,0,0,0,-2,0,0,0,1,19,0,14:03,VAN,H
8481533,Trevor,Zegras,ANA,2024020191,2024-11-03,0,0,0,0,0,0,0,2,19,0,18:27,CHI,H
8481533,Trevor,Zegras,ANA,2024020163,2024-10-31,0,1,1,0,0,0,0,3,17,0,14:05,PIT,R
8481533,Trevor,Zegras,ANA,2024020152,2024-10-29,0,0,0,0,0,0,0,1,15,0,14:13,NYI,R
8481533,Trevor,Zegras,ANA,2024020137,2024-10-27,0,0,0,-2,0,0,0,2,21,0,17:12,NJD,R
8481533,Trevor,Zegras,ANA,2024020128,2024-10-26,0,0,0,-1,0,0,0,3,22,0,18:05,NYR,R
8481533,Trevor,Zegras,ANA,2024020105,2024-10-22,0,0,0,0,0,0,0,0,19,0,15:33,SJS,H
8481533,Trevor,Zegras,ANA,2024020090,2024-10-20,0,0,0,-2,0,0,0,0,21,0,18:01,LAK,H
8481533,Trevor,Zegras,ANA,2024020074,2024-10-18,0,0,0,0,0,0,0,3,22,2,18:52,COL,R
8481533,Trevor,Zegras,ANA,2024020060,2024-10-16,0,1,1,1,0,0,0,5,22,0,18:01,UTA,H
8481533,Trevor,Zegras,ANA,2024020041,2024-10-13,0,0,0,-1,0,0,0,2,20,2,16:14,VGK,R
8481533,Trevor,Zegras,ANA,2024020037,2024-10-12,1,0,1,1,0,0,0,2,19,0,16:29,SJS,R
8475208,Brian,Dumoulin,ANA,2024020203,2024-11-05,0,0,0,-3,0,0,0,1,26,0,21:44,VAN,H
8475208,Brian,Dumoulin,ANA,2024020191,2024-11-03,0,0,0,-1,0,0,0,3,21,0,17:54,CHI,H
8475208,Brian,Dumoulin,ANA,2024020163,2024-10-31,0,0,0,0,0,0,0,1,28,0,21:30,PIT,R
8475208,Brian,Dumoulin,ANA,2024020152,2024-10-29,0,0,0,0,0,0,0,0,26,2,17:30,NYI,R
8475208,Brian,Dumoulin,ANA,2024020137,2024-10-27,0,0,0,0,0,0,0,0,23,0,18:29,NJD,R
8475208,Brian,Dumoulin,ANA,2024020128,2024-10-26,0,0,0,0,0,0,0,1,23,0,18:56,NYR,R
8475208,Brian,Dumoulin,ANA,2024020105,2024-10-22,0,0,0,0,0,0,0,3,22,2,16:43,SJS,H
8475208,Brian,Dumoulin,ANA,2024020090,2024-10-20,0,0,0,0,0,0,0,1,25,0,19:59,LAK,H
8475208,Brian,Dumoulin,ANA,2024020074,2024-10-18,0,1,1,1,0,0,0,2,26,0,18:45,COL,R
8475208,Brian,Dumoulin,ANA,2024020060,2024-10-16,0,1,1,1,0,0,0,2,25,0,18:45,UTA,H
8475208,Brian,Dumoulin,ANA,2024020041,2024-10-13,0,0,0,0,0,0,0,0,25,0,20:39,VGK,R
8475208,Brian,Dumoulin,ANA,2024020037,2024-10-12,0,0,0,0,0,0,0,2,23,0,19:06,SJS,R
8475764,Cam,Fowler,ANA,2024020203,2024-11-05,0,0,0,-2,0,0,0,1,26,2,17:11,VAN,H
8475764,Cam,Fowler,ANA,2024020191,2024-11-03,0,0,0,1,0,0,0,1,25,0,22:11,CHI,H
8475764,Cam,Fowler,ANA,2024020163,2024-10-31,0,0,0,1,0,0,0,0,28,0,21:40,PIT,R
8475764,Cam,Fowler,ANA,2024020152,2024-10-29,0,0,0,1,0,0,0,0,26,0,24:06,NYI,R
8475764,Cam,Fowler,ANA,2024020137,2024-10-27,0,1,1,1,0,0,0,2,26,0,20:24,NJD,R
8475764,Cam,Fowler,ANA,2024020128,2024-10-26,0,0,0,0,0,0,0,2,22,0,19:35,NYR,R
8475764,Cam,Fowler,ANA,2024020105,2024-10-22,0,0,0,0,0,0,0,2,26,0,20:04,SJS,H
8475764,Cam,Fowler,ANA,2024020090,2024-10-20,0,0,0,0,0,0,0,0,23,0,22:48,LAK,H
8475764,Cam,Fowler,ANA,2024020074,2024-10-18,0,0,0,-1,0,0,0,0,28,0,24:46,COL,R
8475764,Cam,Fowler,ANA,2024020060,2024-10-16,0,0,0,-1,0,0,0,1,25,2,18:39,UTA,H
8475764,Cam,Fowler,ANA,2024020041,2024-10-13,0,0,0,-1,0,0,0,1,24,0,22:49,VGK,R
8475764,Cam,Fowler,ANA,2024020037,2024-10-12,0,1,1,2,0,0,0,0,25,0,21:15,SJS,R
8475462,Radko,Gudas,ANA,2024020203,2024-11-05,0,0,0,0,0,0,0,3,21,0,18:57,VAN,H
8475462,Radko,Gudas,ANA,2024020191,2024-11-03,0,0,0,-1,0,0,0,0,18,0,14:29,CHI,H
8475462,Radko,Gudas,ANA,2024020163,2024-10-31,0,0,0,-1,0,0,0,3,23,0,18:01,PIT,R
8475462,Radko,Gudas,ANA,2024020152,2024-10-29,0,0,0,1,0,0,0,2,22,0,18:45,NYI,R
8475462,Radko,Gudas,ANA,2024020137,2024-10-27,0,0,0,-2,0,0,0,1,20,0,18:37,NJD,R
8475462,Radko,Gudas,ANA,2024020128,2024-10-26,0,0,0,0,0,0,0,0,21,0,18:52,NYR,R
8475462,Radko,Gudas,ANA,2024020105,2024-10-22,0,0,0,1,0,0,0,0,19,0,16:01,SJS,H
8475462,Radko,Gudas,ANA,2024020090,2024-10-20,0,0,0,-1,0,0,0,0,22,0,15:58,LAK,H
8475462,Radko,Gudas,ANA,2024020074,2024-10-18,0,0,0,0,0,0,0,0,25,0,20:22,COL,R
8475462,Radko,Gudas,ANA,2024020060,2024-10-16,0,0,0,1,0,0,0,0,21,4,18:08,UTA,H
8475462,Radko,Gudas,ANA,2024020041,2024-10-13,0,0,0,0,0,0,0,1,23,0,20:13,VGK,R
8475462,Radko,Gudas,ANA,2024020037,2024-10-12,0,0,0,1,0,0,0,0,23,0,16:05,SJS,R
8481605,Jackson,LaCombe,ANA,2024020191,2024-11-03,0,0,0,-1,0,0,0,0,22,2,15:21,CHI,H
8481605,Jackson,LaCombe,ANA,2024020163,2024-10-31,0,0,0,-1,0,0,0,1,20,2,15:38,PIT,R
8481605,Jackson,LaCombe,ANA,2024020152,2024-10-29,0,0,0,0,0,0,0,2,19,0,15:21,NYI,R
8481605,Jackson,LaCombe,ANA,2024020128,2024-10-26,0,0,0,0,0,0,0,1,25,0,19:23,NYR,R
8481605,Jackson,LaCombe,ANA,2024020105,2024-10-22,0,1,1,1,0,1,0,2,25,0,18:24,SJS,H
8481605,Jackson,LaCombe,ANA,2024020090,2024-10-20,0,0,0,-2,0,0,0,2,23,0,18:00,LAK,H
8483490,Pavel,Mintyukov,ANA,2024020203,2024-11-05,0,0,0,-2,0,0,0,0,26,2,20:52,VAN,H
8483490,Pavel,Mintyukov,ANA,2024020191,2024-11-03,0,0,0,-1,0,0,0,3,23,0,18:41,CHI,H
8483490,Pavel,Mintyukov,ANA,2024020163,2024-10-31,0,0,0,-1,0,0,0,2,29,0,22:37,PIT,R
8483490,Pavel,Mintyukov,ANA,2024020152,2024-10-29,0,0,0,0,0,0,0,1,25,0,19:14,NYI,R
8483490,Pavel,Mintyukov,ANA,2024020137,2024-10-27,0,0,0,-3,0,0,0,1,25,0,20:37,NJD,R
8483490,Pavel,Mintyukov,ANA,2024020128,2024-10-26,0,0,0,-1,0,0,0,2,24,0,18:41,NYR,R
8483490,Pavel,Mintyukov,ANA,2024020105,2024-10-22,0,0,0,0,0,0,0,0,23,0,18:07,SJS,H
8483490,Pavel,Mintyukov,ANA,2024020074,2024-10-18,0,0,0,0,0,0,0,1,26,0,21:45,COL,R
8483490,Pavel,Mintyukov,ANA,2024020060,2024-10-16,2,0,2,2,0,0,0,2,28,0,21:55,UTA,H
8483490,Pavel,Mintyukov,ANA,2024020041,2024-10-13,0,0,0,1,0,0,0,0,25,0,21:15,VGK,R
8483490,Pavel,Mintyukov,ANA,2024020037,2024-10-12,0,0,0,0,0,0,0,0,28,0,25:00,SJS,R
8480001,Urho,Vaakanainen,ANA,2024020203,2024-11-05,0,0,0,0,0,0,0,1,20,0,15:57,VAN,H
8480001,Urho,Vaakanainen,ANA,2024020041,2024-10-13,0,0,0,0,0,0,0,0,19,2,13:47,VGK,R
8482803,Olen,Zellweger,ANA,2024020203,2024-11-05,1,0,1,-1,1,1,0,5,23,0,19:53,VAN,H
8482803,Olen,Zellweger,ANA,2024020191,2024-11-03,0,0,0,1,0,0,0,3,21,0,22:01,CHI,H
8482803,Olen,Zellweger,ANA,2024020163,2024-10-31,0,0,0,1,0,0,0,0,23,0,19:19,PIT,R
8482803,Olen,Zellweger,ANA,2024020152,2024-10-29,0,1,1,0,0,1,0,0,22,0,20:38,NYI,R
8482803,Olen,Zellweger,ANA,2024020137,2024-10-27,0,0,0,-1,0,0,0,3,25,0,22:01,NJD,R
8482803,Olen,Zellweger,ANA,2024020128,2024-10-26,1,0,1,-1,0,0,0,6,21,0,21:02,NYR,R
8482803,Olen,Zellweger,ANA,2024020105,2024-10-22,0,0,0,0,0,0,0,3,27,0,21:42,SJS,H
8482803,Olen,Zellweger,ANA,2024020090,2024-10-20,0,0,0,0,0,0,0,0,24,0,17:44,LAK,H
8482803,Olen,Zellweger,ANA,2024020074,2024-10-18,0,1,1,1,0,0,0,1,21,2,17:07,COL,R
8482803,Olen,Zellweger,ANA,2024020060,2024-10-16,0,0,0,1,0,0,0,3,22,0,19:25,UTA,H
8482803,Olen,Zellweger,ANA,2024020037,2024-10-12,0,0,0,0,0,0,0,4,16,0,13:43,SJS,R
8475760,Nick,Bjugstad,UTA,2024020201,2024-11-05,0,0,0,0,0,0,0,2,18,0,12:22,WPG,R
8475760,Nick,Bjugstad,UTA,2024020183,2024-11-02,0,2,2,1,0,0,0,1,19,0,12:37,VGK,R
8475760,Nick,Bjugstad,UTA,2024020158,2024-10-30,0,0,0,1,0,0,0,3,22,0,14:49,CGY,H
8475760,Nick,Bjugstad,UTA,2024020145,2024-10-28,0,0,0,-1,0,0,0,2,21,2,13:17,SJS,H
8475760,Nick,Bjugstad,UTA,2024020124,2024-10-26,0,0,0,-1,0,0,0,0,20,0,12:49,LAK,R
8479619,Michael,Carcone,UTA,2024020060,2024-10-16,0,0,0,-1,0,0,0,1,14,0,10:45,ANA,R
8479619,Michael,Carcone,UTA,2024020030,2024-10-12,0,0,0,-1,0,0,0,0,16,0,10:31,NYR,R
8479619,Michael,Carcone,UTA,2024020016,2024-10-10,0,0,0,0,0,0,0,1,18,0,12:41,NYI,R
8483431,Logan,Cooley,UTA,2024020201,2024-11-05,0,0,0,-2,0,0,0,0,23,0,19:55,WPG,R
8483431,Logan,Cooley,UTA,2024020183,2024-11-02,1,1,2,1,0,0,0,2,26,0,20:11,VGK,R
8483431,Logan,Cooley,UTA,2024020158,2024-10-30,0,0,0,0,0,0,0,2,24,0,15:44,CGY,H
8483431,Logan,Cooley,UTA,2024020145,2024-10-28,0,1,1,2,0,0,0,2,26,2,18:26,SJS,H
8483431,Logan,Cooley,UTA,2024020124,2024-10-26,1,0,1,1,0,0,0,3,18,0,15:05,LAK,R
8483431,Logan,Cooley,UTA,2024020115,2024-10-24,0,0,0,-2,0,0,0,1,19,0,13:20,COL,H
8483431,Logan,Cooley,UTA,2024020104,2024-10-22,0,0,0,-1,0,0,0,0,18,0,14:03,OTT,H
8483431,Logan,Cooley,UTA,2024020086,2024-10-19,0,1,1,1,0,0,0,2,23,0,15:20,BOS,H
8483431,Logan,Cooley,UTA,2024020060,2024-10-16,0,0,0,0,0,0,0,3,17,0,13:00,ANA,R
8483431,Logan,Cooley,UTA,2024020044,2024-10-14,0,0,0,0,0,0,0,3,18,0,15:26,NJD,R
8483431,Logan,Cooley,UTA,2024020030,2024-10-12,0,1,1,0,0,0,0,1,22,0,15:03,NYR,R
8483431,Logan,Cooley,UTA,2024020016,2024-10-10,0,2,2,0,0,1,0,1,20,2,12:14,NYI,R
