Team,Player A,Player B,Correlation,Total Points A,Total Points B,pair_id
WSH,Alex Ovechkin,Aliaksei Protas,0.71,16,12,Alex Ovechkin-Aliaksei Protas
CGY,Anthony Mantha,Martin Pospisil,0.71,7,5,Anthony Mantha-Martin Pospisil
NYR,Jonny Brodzinski,Reilly Smith,0.71,8,2,Jonny Brodzinski-Reilly Smith
TOR,Bobby McMann,Jake McCabe,0.7,4,5,Bobby McMann-Jake McCabe
BOS,Elias Lindholm,Nikita Zadorov,0.7,8,4,Elias Lindholm-Nikita Zadorov
SEA,Adam Larsson,Oliver Bjorkstrand,0.7,5,3,Adam Larsson-Oliver Bjorkstrand
NYI,Anders Lee,Bo Horvat,0.7,9,7,Anders Lee-Bo Horvat
PIT,Anthony Beauvillier,Marcus Pettersson,0.7,4,6,Anthony Beauvillier-Marcus Pettersson
NJD,Jack Hughes,Ondrej Palat,0.7,12,3,Jack Hughes-Ondrej Palat
NSH,Brady Skjei,Cole Smith,0.7,2,6,Brady Skjei-Cole Smith
WPG,Cole Perfetti,Vladislav Namestnikov,0.7,9,11,Cole Perfetti-Vladislav Namestnikov
NYR,Filip Chytil,Sam Carrick,0.7,2,8,Filip Chytil-Sam Carrick
SEA,Andre Burakovsky,Jordan Eberle,0.7,9,6,Andre Burakovsky-Jordan Eberle
MIN,Marcus Johansson,Matt Boldy,0.7,13,3,Marcus Johansson-Matt Boldy
CBJ,Jake Christiansen,Mathieu Olivier,0.7,6,4,Jake Christiansen-Mathieu Olivier
CHI,Seth Jones,Teuvo Teravainen,0.7,8,9,Seth Jones-Teuvo Teravainen
CBJ,Adam Fantilli,Mikael Pyyhtia,0.7,6,1,Adam Fantilli-Mikael Pyyhtia
STL,Alexandre Texier,Justin Faulk,0.7,3,5,Alexandre Texier-Justin Faulk
STL,Nathan Walker,Ryan Suter,0.7,3,4,Nathan Walker-Ryan Suter
DAL,Mason Marchment,Tyler Seguin,0.7,8,9,Mason Marchment-Tyler Seguin
ANA,Leo Carlsson,Pavel Mintyukov,0.7,6,2,Leo Carlsson-Pavel Mintyukov
ANA,Leo Carlsson,Robby Fabbri,0.7,6,1,Leo Carlsson-Robby Fabbri
SEA,Brandon Montour,Jamie Oleksiak,0.7,10,4,Brandon Montour-Jamie Oleksiak
ANA,Brian Dumoulin,Leo Carlsson,0.69,6,2,Brian Dumoulin-Leo Carlsson
EDM,Vasily Podkolzin,Viktor Arvidsson,0.69,4,3,Vasily Podkolzin-Viktor Arvidsson
PIT,Erik Karlsson,Kevin Hayes,0.69,4,8,Erik Karlsson-Kevin Hayes
CAR,Jackson Blake,Jordan Martinook,0.69,4,6,Jackson Blake-Jordan Martinook
OTT,Drake Batherson,Jake Sanderson,0.69,12,8,Drake Batherson-Jake Sanderson
TOR,Auston Matthews,Mitch Marner,0.69,11,16,Auston Matthews-Mitch Marner
NYI,Anthony Duclair,Brock Nelson,0.69,3,7,Anthony Duclair-Brock Nelson
NSH,Brady Skjei,Michael McCarron,0.69,2,6,Brady Skjei-Michael McCarron
LAK,Anze Kopitar,Kevin Fiala,0.69,12,15,Anze Kopitar-Kevin Fiala
CGY,Andrei Kuzmenko,Nazem Kadri,0.69,7,7,Andrei Kuzmenko-Nazem Kadri
UTA,Barrett Hayton,Clayton Keller,0.69,7,12,Barrett Hayton-Clayton Keller
UTA,Michael Kesselring,Nick Schmaltz,0.69,11,6,Michael Kesselring-Nick Schmaltz
VAN,Conor Garland,Filip Hronek,0.69,10,3,Conor Garland-Filip Hronek
NYI,Adam Pelech,Brock Nelson,0.69,7,4,Adam Pelech-Brock Nelson
WPG,Alex Iafallo,Neal Pionk,0.69,4,13,Alex Iafallo-Neal Pionk
PIT,Cody Glass,Erik Karlsson,0.68,4,8,Cody Glass-Erik Karlsson
VGK,Ivan Barbashev,Shea Theodore,0.68,15,10,Ivan Barbashev-Shea Theodore
OTT,Josh Norris,Zack MacEwen,0.68,8,3,Josh Norris-Zack MacEwen
VGK,Brayden McNabb,Zach Whitecloud,0.68,2,1,Brayden McNabb-Zach Whitecloud
NYR,Kaapo Kakko,Will Cuylle,0.68,8,7,Kaapo Kakko-Will Cuylle
BOS,Brandon Carlo,Nikita Zadorov,0.68,3,4,Brandon Carlo-Nikita Zadorov
SEA,Brandon Tanev,Tye Kartye,0.68,1,2,Brandon Tanev-Tye Kartye
CBJ,Mathieu Olivier,Zachary Aston-Reese,0.68,4,6,Mathieu Olivier-Zachary Aston-Reese
BOS,Justin Brazeau,Trent Frederic,0.68,5,3,Justin Brazeau-Trent Frederic
PHI,Cam York,Ryan Poehling,0.68,5,3,Cam York-Ryan Poehling
OTT,Drake Batherson,Josh Norris,0.68,12,8,Drake Batherson-Josh Norris
PHI,Cam York,Garnet Hathaway,0.68,5,3,Cam York-Garnet Hathaway
VAN,J.T. Miller,Quinn Hughes,0.68,10,12,J.T. Miller-Quinn Hughes
VAN,Brock Boeser,Quinn Hughes,0.68,11,12,Brock Boeser-Quinn Hughes
WSH,Tom Wilson,Trevor van Riemsdyk,0.68,9,7,Tom Wilson-Trevor van Riemsdyk
SEA,Jared McCann,Jordan Eberle,0.68,9,16,Jared McCann-Jordan Eberle
CGY,MacKenzie Weegar,Martin Pospisil,0.68,5,5,MacKenzie Weegar-Martin Pospisil
NYR,Filip Chytil,Jonny Brodzinski,0.68,2,8,Filip Chytil-Jonny Brodzinski
STL,Jordan Kyrou,Pavel Buchnevich,0.68,7,11,Jordan Kyrou-Pavel Buchnevich
BUF,Beck Malenstyn,Owen Power,0.68,2,9,Beck Malenstyn-Owen Power
WSH,Aliaksei Protas,Hendrix Lapierre,0.68,1,12,Aliaksei Protas-Hendrix Lapierre
DET,Lucas Raymond,Moritz Seider,0.68,12,8,Lucas Raymond-Moritz Seider
CGY,Jonathan Huberdeau,MacKenzie Weegar,0.68,8,5,Jonathan Huberdeau-MacKenzie Weegar
EDM,Adam Henrique,Connor Brown,0.68,2,1,Adam Henrique-Connor Brown
VGK,Mark Stone,Tomas Hertl,0.67,12,21,Mark Stone-Tomas Hertl
BOS,Brandon Carlo,Elias Lindholm,0.67,8,3,Brandon Carlo-Elias Lindholm
TOR,David Kampf,Pontus Holmberg,0.67,1,2,David Kampf-Pontus Holmberg
CAR,Andrei Svechnikov,Seth Jarvis,0.67,9,12,Andrei Svechnikov-Seth Jarvis
ANA,Brian Dumoulin,Pavel Mintyukov,0.67,2,2,Brian Dumoulin-Pavel Mintyukov
VGK,Ivan Barbashev,Zach Whitecloud,0.67,15,1,Ivan Barbashev-Zach Whitecloud
OTT,Josh Norris,Shane Pinto,0.67,8,3,Josh Norris-Shane Pinto
VAN,Elias Pettersson,Kiefer Sherwood,0.67,5,7,Elias Pettersson-Kiefer Sherwood
PHI,Matvei Michkov,Owen Tippett,0.67,10,8,Matvei Michkov-Owen Tippett
PIT,Sidney Crosby,Valtteri Puustinen,0.67,15,1,Sidney Crosby-Valtteri Puustinen
VGK,Alex Pietrangelo,Mark Stone,0.67,21,12,Alex Pietrangelo-Mark Stone
CAR,Jack Roslovic,Sean Walker,0.67,7,1,Jack Roslovic-Sean Walker
NSH,Juuso Parssinen,Ryan O'Reilly,0.67,10,2,Juuso Parssinen-Ryan O'Reilly
CGY,Jonathan Huberdeau,Martin Pospisil,0.67,8,5,Jonathan Huberdeau-Martin Pospisil
BUF,Connor Clifton,Mattias Samuelsson,0.67,2,1,Connor Clifton-Mattias Samuelsson
UTA,Alexander Kerfoot,Clayton Keller,0.67,12,4,Alexander Kerfoot-Clayton Keller
CGY,Daniil Miromanov,Ryan Lomberg,0.67,1,2,Daniil Miromanov-Ryan Lomberg
CGY,Anthony Mantha,Brayden Pachal,0.67,7,1,Anthony Mantha-Brayden Pachal
CHI,TJ Brodie,Wyatt Kaiser,0.67,2,1,TJ Brodie-Wyatt Kaiser
SJS,Nico Sturm,Ty Dellandrea,0.67,1,4,Nico Sturm-Ty Dellandrea
WSH,Alex Ovechkin,Hendrix Lapierre,0.67,1,16,Alex Ovechkin-Hendrix Lapierre
ANA,Brian Dumoulin,Robby Fabbri,0.67,1,2,Brian Dumoulin-Robby Fabbri
BUF,Jack Quinn,Mattias Samuelsson,0.67,2,1,Jack Quinn-Mattias Samuelsson
CHI,Ilya Mikheyev,Ryan Donato,0.67,9,2,Ilya Mikheyev-Ryan Donato
DET,Christian Fischer,Jonatan Berggren,0.67,1,2,Christian Fischer-Jonatan Berggren
DET,Joe Veleno,Jonatan Berggren,0.67,1,2,Joe Veleno-Jonatan Berggren
STL,Matthew Kessel,Radek Faksa,0.67,2,1,Matthew Kessel-Radek Faksa
BOS,John Beecher,Mason Lohrei,0.67,6,4,John Beecher-Mason Lohrei
CAR,Dmitry Orlov,Jalen Chatfield,0.67,1,7,Dmitry Orlov-Jalen Chatfield
COL,Casey Mittelstadt,Nikolai Kovalenko,0.66,6,15,Casey Mittelstadt-Nikolai Kovalenko
CBJ,Ivan Provorov,Justin Danforth,0.66,4,3,Ivan Provorov-Justin Danforth
VGK,Alexander Holtz,Nicolas Hague,0.66,6,1,Alexander Holtz-Nicolas Hague
WPG,Mason Appleton,Morgan Barron,0.66,1,10,Mason Appleton-Morgan Barron
VGK,Alex Pietrangelo,Tomas Hertl,0.66,12,12,Alex Pietrangelo-Tomas Hertl
NJD,Erik Haula,Stefan Noesen,0.66,8,13,Erik Haula-Stefan Noesen
TOR,Chris Tanev,Morgan Rielly,0.66,9,3,Chris Tanev-Morgan Rielly
STL,Jake Neighbours,Mathieu Joseph,0.66,4,5,Jake Neighbours-Mathieu Joseph
MTL,David Savard,Kirby Dach,0.66,5,4,David Savard-Kirby Dach
CGY,Jake Bean,Jonathan Huberdeau,0.66,8,3,Jake Bean-Jonathan Huberdeau
SEA,Andre Burakovsky,Joshua Mahura,0.66,6,1,Andre Burakovsky-Joshua Mahura
FLA,Aleksander Barkov,Anton Lundell,0.66,8,13,Aleksander Barkov-Anton Lundell
VGK,Shea Theodore,Zach Whitecloud,0.66,10,1,Shea Theodore-Zach Whitecloud
NSH,Mark Jankowski,Michael McCarron,0.66,1,2,Mark Jankowski-Michael McCarron
VAN,Erik Brannstrom,Quinn Hughes,0.66,2,12,Erik Brannstrom-Quinn Hughes
OTT,Jacob Bernard-Docker,Zack MacEwen,0.66,3,2,Jacob Bernard-Docker-Zack MacEwen
WSH,Rasmus Sandin,Taylor Raddysh,0.65,5,5,Rasmus Sandin-Taylor Raddysh
VAN,Danton Heinen,J.T. Miller,0.65,6,10,Danton Heinen-J.T. Miller
ANA,Brett Leason,Brock McGinn,0.65,1,4,Brett Leason-Brock McGinn
STL,Alexey Toropchenko,Matthew Kessel,0.65,2,1,Alexey Toropchenko-Matthew Kessel
DET,Marco Kasper,Vladimir Tarasenko,0.65,1,3,Marco Kasper-Vladimir Tarasenko
DET,Ben Chiarot,Erik Gustafsson,0.65,2,2,Ben Chiarot-Erik Gustafsson
LAK,Adrian Kempe,Anze Kopitar,0.65,12,15,Adrian Kempe-Anze Kopitar
CHI,Connor Murphy,Ilya Mikheyev,0.65,2,7,Connor Murphy-Ilya Mikheyev
STL,Pierre-Olivier Joseph,Zack Bolduc,0.65,4,1,Pierre-Olivier Joseph-Zack Bolduc
DET,Joe Veleno,Marco Kasper,0.65,1,2,Joe Veleno-Marco Kasper
BUF,Rasmus Dahlin,Tage Thompson,0.65,15,9,Rasmus Dahlin-Tage Thompson
DET,Christian Fischer,Marco Kasper,0.65,2,1,Christian Fischer-Marco Kasper
LAK,Kyle Burroughs,Tanner Jeannot,0.65,2,1,Kyle Burroughs-Tanner Jeannot
MIN,Declan Chisholm,Zach Bogosian,0.65,3,1,Declan Chisholm-Zach Bogosian
NYR,Braden Schneider,Jonny Brodzinski,0.65,2,5,Braden Schneider-Jonny Brodzinski
SEA,Eeli Tolvanen,Ryker Evans,0.65,5,8,Eeli Tolvanen-Ryker Evans
NSH,Jonathan Marchessault,Marc Del Gaizo,0.65,7,1,Jonathan Marchessault-Marc Del Gaizo
NSH,Colton Sissons,Zachary L'Heureux,0.65,2,1,Colton Sissons-Zachary L'Heureux
SEA,Andre Burakovsky,Yanni Gourde,0.65,3,6,Andre Burakovsky-Yanni Gourde
NYR,Adam Edstrom,Jonny Brodzinski,0.65,2,2,Adam Edstrom-Jonny Brodzinski
PIT,Matt Grzelcyk,Michael Bunting,0.65,2,7,Matt Grzelcyk-Michael Bunting
WPG,Alex Iafallo,Cole Perfetti,0.65,4,11,Alex Iafallo-Cole Perfetti
NSH,Marc Del Gaizo,Roman Josi,0.65,1,7,Marc Del Gaizo-Roman Josi
NYI,Anders Lee,Mathew Barzal,0.65,5,7,Anders Lee-Mathew Barzal
NYI,Jean-Gabriel Pageau,Mathew Barzal,0.65,5,5,Jean-Gabriel Pageau-Mathew Barzal
NYI,Alexander Romanov,Scott Mayfield,0.65,1,2,Alexander Romanov-Scott Mayfield
VGK,Pavel Dorofeyev,Tomas Hertl,0.65,10,12,Pavel Dorofeyev-Tomas Hertl
NYI,Alexander Romanov,Kyle Palmieri,0.65,11,2,Alexander Romanov-Kyle Palmieri
BOS,Mark Kastelic,Mason Lohrei,0.65,7,4,Mark Kastelic-Mason Lohrei
VAN,Tyler Myers,Vincent Desharnais,0.65,1,2,Tyler Myers-Vincent Desharnais
WPG,Dylan Samberg,Nino Niederreiter,0.65,12,5,Dylan Samberg-Nino Niederreiter
DAL,Ilya Lyubushkin,Mavrik Bourque,0.65,2,2,Ilya Lyubushkin-Mavrik Bourque
SJS,Mario Ferraro,Nico Sturm,0.65,4,2,Mario Ferraro-Nico Sturm
DET,J.T. Compher,Jeff Petry,0.65,5,1,J.T. Compher-Jeff Petry
CBJ,Kirill Marchenko,Sean Monahan,0.65,13,11,Kirill Marchenko-Sean Monahan
CGY,Connor Zary,Martin Pospisil,0.65,5,8,Connor Zary-Martin Pospisil
WPG,Mason Appleton,Nino Niederreiter,0.65,10,12,Mason Appleton-Nino Niederreiter
CGY,Andrei Kuzmenko,Matt Coronato,0.65,4,7,Andrei Kuzmenko-Matt Coronato
DAL,Jamie Benn,Sam Steel,0.65,5,3,Jamie Benn-Sam Steel
CBJ,Jake Christiansen,Kirill Marchenko,0.65,13,4,Jake Christiansen-Kirill Marchenko
UTA,Alexander Kerfoot,Kevin Stenlund,0.64,4,2,Alexander Kerfoot-Kevin Stenlund
LAK,Phillip Danault,Trevor Moore,0.64,7,7,Phillip Danault-Trevor Moore
DET,Alex DeBrincat,Lucas Raymond,0.64,11,12,Alex DeBrincat-Lucas Raymond
COL,Nathan MacKinnon,Ross Colton,0.64,9,25,Nathan MacKinnon-Ross Colton
NJD,Dawson Mercer,Stefan Noesen,0.64,8,13,Dawson Mercer-Stefan Noesen
NJD,Dougie Hamilton,Ondrej Palat,0.64,3,8,Dougie Hamilton-Ondrej Palat
OTT,Michael Amadio,Tim Stützle,0.64,2,17,Michael Amadio-Tim Stützle
VGK,Jack Eichel,Zach Whitecloud,0.64,19,1,Jack Eichel-Zach Whitecloud
PIT,Michael Bunting,Noel Acciari,0.64,4,2,Michael Bunting-Noel Acciari
PIT,Cody Glass,Kevin Hayes,0.64,4,4,Cody Glass-Kevin Hayes
PHI,Egor Zamula,Matvei Michkov,0.64,10,2,Egor Zamula-Matvei Michkov
FLA,A.J. Greer,Uvis Balinskis,0.64,4,2,A.J. Greer-Uvis Balinskis
MTL,Alex Newhook,Christian Dvorak,0.64,4,2,Alex Newhook-Christian Dvorak
MIN,Brock Faber,Kirill Kaprizov,0.64,21,6,Brock Faber-Kirill Kaprizov
CBJ,Kirill Marchenko,Zach Werenski,0.64,13,9,Kirill Marchenko-Zach Werenski
CGY,Brayden Pachal,Connor Zary,0.64,8,1,Brayden Pachal-Connor Zary
BUF,Bowen Byram,Jason Zucker,0.64,10,8,Bowen Byram-Jason Zucker
TBL,Brandon Hagel,Conor Geekie,0.64,3,14,Brandon Hagel-Conor Geekie
NYI,Brock Nelson,Ryan Pulock,0.64,7,4,Brock Nelson-Ryan Pulock
PIT,Bryan Rust,Drew O'Connor,0.64,4,4,Bryan Rust-Drew O'Connor
PIT,Jesse Puljujarvi,Lars Eller,0.64,7,6,Jesse Puljujarvi-Lars Eller
WSH,Alex Ovechkin,Dylan Strome,0.63,16,19,Alex Ovechkin-Dylan Strome
NYR,Artemi Panarin,Vincent Trocheck,0.63,18,9,Artemi Panarin-Vincent Trocheck
NYR,Adam Fox,Vincent Trocheck,0.63,9,9,Adam Fox-Vincent Trocheck
CGY,Mikael Backlund,Tyson Barrie,0.63,6,1,Mikael Backlund-Tyson Barrie
NJD,Erik Haula,Luke Hughes,0.63,8,1,Erik Haula-Luke Hughes
CGY,Mikael Backlund,Yegor Sharangovich,0.63,6,1,Mikael Backlund-Yegor Sharangovich
FLA,Eetu Luostarinen,Jonah Gadjovich,0.63,1,7,Eetu Luostarinen-Jonah Gadjovich
OTT,Jake Sanderson,Noah Gregor,0.63,2,8,Jake Sanderson-Noah Gregor
FLA,A.J. Greer,Jonah Gadjovich,0.63,1,4,A.J. Greer-Jonah Gadjovich
BOS,Matthew Poitras,Trent Frederic,0.63,3,4,Matthew Poitras-Trent Frederic
TOR,Bobby McMann,Oliver Ekman-Larsson,0.63,4,6,Bobby McMann-Oliver Ekman-Larsson
WSH,Dylan Strome,Trevor van Riemsdyk,0.63,19,7,Dylan Strome-Trevor van Riemsdyk
UTA,Kevin Stenlund,Maveric Lamoureux,0.63,2,2,Kevin Stenlund-Maveric Lamoureux
SEA,Jared McCann,Yanni Gourde,0.63,3,16,Jared McCann-Yanni Gourde
CAR,Brent Burns,Jack Drury,0.63,5,4,Brent Burns-Jack Drury
BOS,Charlie McAvoy,Pavel Zacha,0.63,3,4,Charlie McAvoy-Pavel Zacha
NYR,Adam Edstrom,Zac Jones,0.63,2,2,Adam Edstrom-Zac Jones
CBJ,Ivan Provorov,Mathieu Olivier,0.63,6,3,Ivan Provorov-Mathieu Olivier
DAL,Mavrik Bourque,Sam Steel,0.63,2,3,Mavrik Bourque-Sam Steel
TBL,Brandon Hagel,Emil Lilleberg,0.63,14,2,Brandon Hagel-Emil Lilleberg
CGY,Brayden Pachal,Martin Pospisil,0.63,5,1,Brayden Pachal-Martin Pospisil
COL,Joel Kiviranta,Sam Malinski,0.63,4,3,Joel Kiviranta-Sam Malinski
ANA,Brock McGinn,Ross Johnston,0.63,1,4,Brock McGinn-Ross Johnston
MIN,Jakub Lauko,Marat Khusnutdinov,0.63,2,4,Jakub Lauko-Marat Khusnutdinov
LAK,Alex Turcotte,Kyle Burroughs,0.63,5,1,Alex Turcotte-Kyle Burroughs
ANA,Frank Vatrano,Mason McTavish,0.63,7,4,Frank Vatrano-Mason McTavish
EDM,Brett Kulak,Mattias Janmark,0.63,3,4,Brett Kulak-Mattias Janmark
ANA,Brock McGinn,Cam Fowler,0.63,4,2,Brock McGinn-Cam Fowler
ANA,Brett Leason,Isac Lundestrom,0.63,1,2,Brett Leason-Isac Lundestrom
LAK,Andreas Englund,Quinton Byfield,0.63,7,1,Andreas Englund-Quinton Byfield
DET,Joe Veleno,Michael Rasmussen,0.63,4,2,Joe Veleno-Michael Rasmussen
BUF,Jack Quinn,Rasmus Dahlin,0.63,2,9,Jack Quinn-Rasmus Dahlin
UTA,Barrett Hayton,Maveric Lamoureux,0.63,7,2,Barrett Hayton-Maveric Lamoureux
WSH,Dylan McIlrath,Rasmus Sandin,0.62,2,5,Dylan McIlrath-Rasmus Sandin
DET,Michael Rasmussen,Simon Edvinsson,0.62,4,4,Michael Rasmussen-Simon Edvinsson
ANA,Alex Killorn,Cutter Gauthier,0.62,4,3,Alex Killorn-Cutter Gauthier
CHI,TJ Brodie,Taylor Hall,0.62,6,2,TJ Brodie-Taylor Hall
DET,Christian Fischer,Michael Rasmussen,0.62,2,4,Christian Fischer-Michael Rasmussen
DET,Christian Fischer,Simon Edvinsson,0.62,2,4,Christian Fischer-Simon Edvinsson
OTT,Drake Batherson,Shane Pinto,0.62,12,3,Drake Batherson-Shane Pinto
TOR,Conor Timmins,Steven Lorentz,0.62,4,3,Conor Timmins-Steven Lorentz
CBJ,Ivan Provorov,Jake Christiansen,0.62,4,3,Ivan Provorov-Jake Christiansen
VAN,Brock Boeser,J.T. Miller,0.62,11,10,Brock Boeser-J.T. Miller
TBL,Anthony Cirelli,Conor Geekie,0.62,3,13,Anthony Cirelli-Conor Geekie
STL,Alexey Toropchenko,Brayden Schenn,0.62,5,2,Alexey Toropchenko-Brayden Schenn
NYR,Braden Schneider,Will Cuylle,0.62,8,5,Braden Schneider-Will Cuylle
BOS,Cole Koepke,Mark Kastelic,0.62,7,7,Cole Koepke-Mark Kastelic
UTA,Dylan Guenther,Nick Schmaltz,0.62,10,11,Dylan Guenther-Nick Schmaltz
EDM,Evan Bouchard,Viktor Arvidsson,0.61,4,7,Evan Bouchard-Viktor Arvidsson
UTA,Alexander Kerfoot,Nick Bjugstad,0.61,2,4,Alexander Kerfoot-Nick Bjugstad
NYI,Brock Nelson,Dennis Cholowski,0.61,7,1,Brock Nelson-Dennis Cholowski
CHI,Joey Anderson,Taylor Hall,0.61,1,6,Joey Anderson-Taylor Hall
STL,Oskar Sundqvist,Zack Bolduc,0.61,4,1,Oskar Sundqvist-Zack Bolduc
MIN,Jakub Lauko,Kirill Kaprizov,0.61,21,4,Jakub Lauko-Kirill Kaprizov
COL,Chris Wagner,Nikolai Kovalenko,0.61,6,1,Chris Wagner-Nikolai Kovalenko
TOR,Matthew Knies,Morgan Rielly,0.61,9,9,Matthew Knies-Morgan Rielly
MIN,Jared Spurgeon,Ryan Hartman,0.61,4,3,Jared Spurgeon-Ryan Hartman
CHI,Joey Anderson,TJ Brodie,0.61,1,2,Joey Anderson-TJ Brodie
NSH,Brady Skjei,Juuso Parssinen,0.61,2,6,Brady Skjei-Juuso Parssinen
VGK,Nicolas Hague,Tanner Pearson,0.61,7,1,Nicolas Hague-Tanner Pearson
VGK,Tanner Pearson,William Karlsson,0.61,6,7,Tanner Pearson-William Karlsson
CAR,Jaccob Slavin,Jordan Martinook,0.61,4,4,Jaccob Slavin-Jordan Martinook
CAR,Jaccob Slavin,Jack Drury,0.61,4,4,Jaccob Slavin-Jack Drury
NYI,Anthony Duclair,Kyle Palmieri,0.61,3,11,Anthony Duclair-Kyle Palmieri
NYI,Casey Cizikas,Dennis Cholowski,0.61,2,1,Casey Cizikas-Dennis Cholowski
NYI,Anthony Duclair,Maxim Tsyplakov,0.61,3,8,Anthony Duclair-Maxim Tsyplakov
NYI,Anthony Duclair,Mathew Barzal,0.61,5,3,Anthony Duclair-Mathew Barzal
NYI,Casey Cizikas,Pierre Engvall,0.61,2,1,Casey Cizikas-Pierre Engvall
PHI,Emil Andrae,Morgan Frost,0.61,6,1,Emil Andrae-Morgan Frost
NYI,Anthony Duclair,Bo Horvat,0.61,3,9,Anthony Duclair-Bo Horvat
VGK,Alex Pietrangelo,Nicolas Hague,0.61,1,12,Alex Pietrangelo-Nicolas Hague
MTL,Mike Matheson,Nick Suzuki,0.61,13,9,Mike Matheson-Nick Suzuki
NSH,Luke Evangelista,Philip Tomasino,0.61,6,1,Luke Evangelista-Philip Tomasino
CGY,Justin Kirkland,Rasmus Andersson,0.61,5,11,Justin Kirkland-Rasmus Andersson
SJS,Henry Thrun,Mikael Granlund,0.61,14,1,Henry Thrun-Mikael Granlund
OTT,Shane Pinto,Zack MacEwen,0.61,3,3,Shane Pinto-Zack MacEwen
CGY,Connor Zary,Nazem Kadri,0.61,7,8,Connor Zary-Nazem Kadri
NYI,Brock Nelson,Pierre Engvall,0.61,1,7,Brock Nelson-Pierre Engvall
VGK,Brett Howden,William Karlsson,0.61,7,6,Brett Howden-William Karlsson
PIT,Kris Letang,Valtteri Puustinen,0.61,1,5,Kris Letang-Valtteri Puustinen
PIT,Marcus Pettersson,Valtteri Puustinen,0.61,1,6,Marcus Pettersson-Valtteri Puustinen
LAK,Anze Kopitar,Kyle Burroughs,0.61,15,1,Anze Kopitar-Kyle Burroughs
LAK,Andreas Englund,Jordan Spence,0.61,1,4,Andreas Englund-Jordan Spence
EDM,Evan Bouchard,Mattias Ekholm,0.61,7,9,Evan Bouchard-Mattias Ekholm
VAN,Nils Hoglander,Pius Suter,0.61,5,5,Nils Hoglander-Pius Suter
UTA,Jack McBain,Nick Bjugstad,0.61,2,5,Jack McBain-Nick Bjugstad
NYI,Adam Pelech,Ryan Pulock,0.61,4,4,Adam Pelech-Ryan Pulock
UTA,Maveric Lamoureux,Nick Bjugstad,0.61,2,2,Maveric Lamoureux-Nick Bjugstad
CGY,Jake Bean,Nazem Kadri,0.61,7,3,Jake Bean-Nazem Kadri
NSH,Philip Tomasino,Steven Stamkos,0.61,6,1,Philip Tomasino-Steven Stamkos
NYI,Dennis Cholowski,Ryan Pulock,0.61,1,4,Dennis Cholowski-Ryan Pulock
SEA,Andre Burakovsky,Jared McCann,0.61,6,16,Andre Burakovsky-Jared McCann
CHI,Connor Bedard,Taylor Hall,0.6,6,12,Connor Bedard-Taylor Hall
EDM,Darnell Nurse,Mattias Janmark,0.6,3,6,Darnell Nurse-Mattias Janmark
EDM,Jeff Skinner,Mattias Janmark,0.6,3,6,Jeff Skinner-Mattias Janmark
SJS,Alexander Wennberg,Jack Thompson,0.6,7,4,Alexander Wennberg-Jack Thompson
SEA,Andre Burakovsky,Tye Kartye,0.6,6,1,Andre Burakovsky-Tye Kartye
ANA,Leo Carlsson,Mason McTavish,0.6,6,7,Leo Carlsson-Mason McTavish
PHI,Owen Tippett,Sean Couturier,0.6,8,8,Owen Tippett-Sean Couturier
NSH,Colton Sissons,Steven Stamkos,0.6,1,6,Colton Sissons-Steven Stamkos
CGY,Andrei Kuzmenko,Martin Pospisil,0.6,7,5,Andrei Kuzmenko-Martin Pospisil
SJS,Alexander Wennberg,Henry Thrun,0.6,7,1,Alexander Wennberg-Henry Thrun
LAK,Adrian Kempe,Kyle Burroughs,0.6,12,1,Adrian Kempe-Kyle Burroughs
MTL,Juraj Slafkovsky,Mike Matheson,0.6,8,9,Juraj Slafkovsky-Mike Matheson
FLA,Aaron Ekblad,Sam Reinhart,0.6,21,6,Aaron Ekblad-Sam Reinhart
VAN,Brock Boeser,Daniel Sprong,0.6,11,3,Brock Boeser-Daniel Sprong
NYI,Adam Pelech,Mathew Barzal,0.6,5,4,Adam Pelech-Mathew Barzal
TBL,Anthony Cirelli,Nick Perbix,0.6,13,4,Anthony Cirelli-Nick Perbix
BOS,Matthew Poitras,Morgan Geekie,0.6,2,4,Matthew Poitras-Morgan Geekie
WSH,Dylan Strome,Tom Wilson,0.6,19,9,Dylan Strome-Tom Wilson
WSH,Aliaksei Protas,Trevor van Riemsdyk,0.6,12,7,Aliaksei Protas-Trevor van Riemsdyk
PHI,Bobby Brink,Garnet Hathaway,0.6,5,5,Bobby Brink-Garnet Hathaway
BOS,David Pastrnak,Pavel Zacha,0.6,11,3,David Pastrnak-Pavel Zacha
WPG,Alex Iafallo,Gabriel Vilardi,0.6,4,11,Alex Iafallo-Gabriel Vilardi
WSH,Aliaksei Protas,Rasmus Sandin,0.6,12,5,Aliaksei Protas-Rasmus Sandin
NJD,Erik Haula,Tomas Tatar,0.6,8,5,Erik Haula-Tomas Tatar
SEA,Andre Burakovsky,Shane Wright,0.6,6,2,Andre Burakovsky-Shane Wright
PHI,Bobby Brink,Joel Farabee,0.6,5,6,Bobby Brink-Joel Farabee
SJS,Jack Thompson,Mikael Granlund,0.6,14,4,Jack Thompson-Mikael Granlund
CHI,Alex Vlasic,Philipp Kurashev,0.59,3,7,Alex Vlasic-Philipp Kurashev
MIN,Jonas Brodin,Marcus Johansson,0.59,3,5,Jonas Brodin-Marcus Johansson
TOR,Max Pacioretty,William Nylander,0.59,15,6,Max Pacioretty-William Nylander
