PlayerID,shooterName,Correlation,TotalShots,TeamAbbrev_x
8477956,David Pastrnak,0.2911868346172551,109,BOS
8481557,Matt Boldy,-0.16385078284158638,84,MIN
8477492,Nathan MacKinnon,0.6996502622814411,84,COL
8477986,Brandon Montour,0.11935247900657214,84,SEA
8480801,Brady Tkachuk,0.16477326826136002,84,OTT
8478398,Kyle Connor,0.24932875118813758,82,WPG
8475726,Tyler Toffoli,0.37800935212988684,82,SJS
8477939,William Nylander,0.07251461730875522,82,TOR
8475166,John Tavares,0.4600455732849436,80,TOR
8475172,Nazem Kadri,0.1653116306333951,80,CGY
8480800,Quinn Hughes,-0.028590105761572535,79,VAN
8477409,Carter Verhaeghe,0.19636147261277426,79,FLA
8478402,Connor McDavid,-0.07537783614444088,78,EDM
8478460,Zach Werenski,0.42817441928883754,78,CBJ
8473419,Brad Marchand,0.31115828782051097,76,BOS
8475754,Brock Nelson,0.3811583458453026,76,NYI
8476887,Filip Forsberg,0.26752677724062585,76,NSH
8475314,Anders Lee,0.55130050667115,75,NYI
8480839,Rasmus Dahlin,0.1135493575356771,74,BUF
8476453,Nikita Kucherov,0.10336636905915432,74,TBL
8474600,Roman Josi,0.41610273588448266,73,NSH
8479420,Tage Thompson,0.48661382767120587,72,BUF
8481559,Jack Hughes,0.21686779110731352,71,NJD
8475798,Mikael Granlund,0.2948011250923042,71,SJS
8478550,Artemi Panarin,0.2616915938129721,71,NYR
8480865,Noah Dobson,0.28209050407097436,70,NYI
8476539,Jonathan Marchessault,0.19402850002906638,70,NSH
8477955,Jared McCann,0.3194388322693621,69,SEA
8481528,Dylan Cozens,0.06868182379232603,69,BUF
8471675,Sidney Crosby,0.42141227668727543,69,PIT
8478366,Frank Vatrano,0.2868002813864337,69,ANA
8476462,Dougie Hamilton,0.33750411994848567,67,NJD
8481604,Pavel Dorofeyev,0.27702230658624044,67,VGK
8477934,Leon Draisaitl,-0.025344209333490405,67,EDM
8479385,Jordan Kyrou,0.4937283587137622,67,STL
8475784,Jeff Skinner,0.33269031170482805,67,EDM
