PlayerID,shooterName,Correlation,TotalShots,TeamAbbrev_x
8474567,Zach Bogosian,0.36254395396879885,49,TBL
8474567,Zach Bogosian,0.36254395396879885,49,MIN
8471709,Marc-Edouard Vlasic,0.12859827579527092,49,SJS
8480220,Noah Cates,0.17857434876715206,49,PHI
8480796,Martin Fehervary,0.17701462090297523,49,WSH
8478434,Keegan Kolesar,0.07525766947068777,49,VGK
8476331,Dylan DeMelo,0.09355527523089073,49,WPG
8481568,Alex Vlasic,0.27101318484491355,49,CHI
8476897,Oskar Sundqvist,0.2252467866190137,49,STL
8481601,Simon Holmstrom,-0.039629696195060855,49,NYI
8477018,Ben Hutton,0.09211323729436767,49,VGK
8476917,Adam Pelech,0.14545810210475946,48,NYI
8475181,Nick Leddy,0.19898694091972766,48,STL
8477365,Connor Clifton,0.2337425003572529,48,BUF
8481606,Jordan Spence,0.26256823049026756,47,LAK
8476624,Barclay Goodrow,0.09474840410724358,47,NYR
8481522,Peyton Krebs,0.24498396734617972,46,BUF
8482245,Artem Zub,2.7805994504805536e-17,46,OTT
8480043,Timothy Liljegren,0.1973645770285301,46,TOR
8478569,Noel Acciari,0.1607966305460208,45,PIT
8479671,Mathieu Olivier,0.07558009976687173,45,CBJ
8477508,Curtis Lazar,0.2911701737235007,45,NJD
8482660,Kent Johnson,0.3716555581197174,44,CBJ
8480246,Nick Perbix,0.22461798191724403,44,TBL
8475208,Brian Dumoulin,0.24836151874291945,44,SEA
8480980,Connor Dewar,-0.03282681492835281,44,TOR
8480860,Kevin Bahl,0.19861800768944587,44,NJD
8480848,Ty Dellandrea,-0.09016696346674322,44,DAL
8480980,Connor Dewar,-0.03282681492835281,44,MIN
8478399,Jonas Siegenthaler,-0.057597198540392816,44,NJD
8481533,Trevor Zegras,0.5985235865397378,43,ANA
8479414,Nathan Bastian,0.1918876531626151,43,NJD
8483495,Simon Nemec,0.11948222762921115,43,NJD
8479293,Brandon Tanev,0.30348848933344197,42,SEA
8480049,Dylan Samberg,0.35615130935589007,42,WPG
8477473,Justin Bailey,0.2875543426902121,42,SJS
8480355,Mark Kastelic,-0.20195539066694188,41,OTT
8480172,Jan Rutta,0.11563076380273751,40,SJS
8479661,Tanner Jeannot,0.20942695414584772,40,TBL
8477947,Sonny Milano,0.08253207654766863,40,WSH
8482097,Jack Quinn,-1.483597921805437e-17,38,BUF
8479371,Dante Fabbro,0.0519505884121021,38,NSH
8481122,Simon Benoit,-0.08206692108879614,38,TOR
8480995,Pontus Holmberg,-0.07028415570351058,38,TOR
8478416,Erik Cernak,0.050872266872294854,37,TBL
8476874,Olli Maatta,0.11140764611184784,37,DET
8480807,Mattias Samuelsson,0.15089035470781992,37,BUF
8481605,Jackson LaCombe,0.1808166699588133,36,ANA
8481178,Egor Zamula,0.0732180463538907,36,PHI
8480871,Adam Boqvist,0.21494931624955171,36,CBJ
8475233,David Savard,0.15618578049820656,36,MTL
8477839,Conor Sheary,-0.23095958560846844,35,TBL
8475220,Marcus Foligno,0.19325517063098152,35,MIN
8480727,Zach Whitecloud,0.027739277720775238,35,VGK
8480879,Jacob Bernard-Docker,0.125,34,OTT
8481708,Zac Jones,0.08061218782727024,34,NYR
8482624,Daniil Miromanov,-0.11019463300386792,34,VGK
8482624,Daniil Miromanov,-0.11019463300386792,34,CGY
8476473,Connor Murphy,0.20818889382373693,34,CHI
8475235,Nicolas Deslauriers,0.1420469918725141,33,PHI
8480880,Jakub Lauko,0.17244970890283884,33,BOS
8477499,Rasmus Ristolainen,0.4289236260492609,33,PHI
8482133,Thomas Bordeleau,0.22144409528221715,33,SJS
8481537,Nikita Okhotiuk,0.18569279875362377,33,SJS
8481537,Nikita Okhotiuk,0.18569279875362377,33,CGY
8476873,Mark Jankowski,0.17702833484793148,33,NSH
8482077,Dylan Holloway,0.03022817708791717,32,EDM
8476858,Phillip Di Giuseppe,0.14483383366142658,31,VAN
8483505,Matthew Poitras,0.05407380704358744,31,BOS
8479968,Vinni Lettieri,0.07969127777259154,31,MIN
8477527,Ross Johnston,0.2451982386891004,31,ANA
8474612,Travis Hamonic,0.08506602038689198,31,OTT
8481167,Brayden Pachal,0.23287856208158783,30,VGK
8480011,Klim Kostin,0.10243903446286298,30,DET
8480011,Klim Kostin,0.10243903446286298,30,SJS
8481167,Brayden Pachal,0.23287856208158783,30,CGY
8476960,Andreas Athanasiou,0.24806946917841702,30,CHI
8478585,Derek Ryan,0.09335454092880797,29,EDM
8482964,Arber Xhekaj,0.1691012825661662,29,MTL
8478211,Dryden Hunt,0.09972767893423541,29,CGY
8477971,Andreas Englund,0.23849414662142362,29,LAK
8480192,Johnathan Kovacevic,0.15019658077178885,28,MTL
8480789,Oliver Wahlstrom,-0.04292398989303269,28,NYI
8482702,Logan Stankoven,0.2971334519846062,28,DAL
8482511,Mason Lohrei,0.4157485898378408,28,BOS
8481567,Henry Thrun,0.2556896087358144,28,SJS
8481556,John Beecher,0.06232502388407516,28,BOS
8479344,Jesse Puljujarvi,0.25548806515379807,25,PIT
8479638,Justin Brazeau,-0.24544034683690805,25,BOS
8477392,Hudson Fasching,-0.0032017094007364276,25,NYI
8475750,Jon Merrill,0.06407097870320744,25,MIN
8482803,Olen Zellweger,0.18184824186332704,25,ANA
8481541,Samuel Bolduc,0.24759378423606906,24,NYI
8479369,Andrew Peeke,0.01522862259682932,24,BOS
8479369,Andrew Peeke,0.01522862259682932,24,CBJ
